session_id,visit_date,country,device_type,traffic_source,product_category_viewed,pages_viewed,time_on_site_minutes,added_to_cart,purchased,order_value_usd
346,2024-09-19,Australia,Mobile,Direct,Electronics,5,7.56,0,0,0.0
347,2023-03-11,Australia,Tablet,Organic Search,Home,11,2.75,0,1,60.53
348,2023-11-07,Germany,Mobile,Referral,Home,4,6.19,1,1,123.76
349,2023-04-18,Australia,Mobile,Organic Search,Home,4,9.03,1,1,63.32
350,2023-09-04,UK,Tablet,Email,Fashion,2,6.9,0,0,0.0
351,2024-09-04,USA,Mobile,Referral,Home,8,8.31,0,0,0.0
352,2024-10-18,Canada,Tablet,Social Media,Fashion,6,4.96,1,1,36.16
353,2023-03-01,UK,Desktop,Social Media,Books,5,7.79,0,0,0.0
354,2024-12-10,UK,Mobile,Email,Electronics,7,9.1,0,1,70.33
355,2024-09-03,USA,Mobile,Direct,Books,5,9.19,0,0,0.0
356,2024-04-07,Australia,Desktop,Referral,Home,5,5.29,0,0,0.0
357,2023-08-25,India,Desktop,Organic Search,Home,5,7.79,0,0,0.0
358,2023-04-13,Canada,Mobile,Email,Home,10,5.01,1,1,55.38
359,2023-01-06,Australia,Tablet,Direct,Home,7,8.33,0,0,0.0
360,2024-10-12,Canada,Desktop,Direct,Home,7,3.86,0,0,0.0
361,2024-05-29,India,Tablet,Paid Ads,Beauty,6,5.65,0,1,61.4
362,2023-10-08,India,Tablet,Referral,Home,6,1.0,0,0,0.0
363,2023-01-25,Canada,Mobile,Direct,Electronics,5,5.25,1,1,43.75
364,2023-02-23,Australia,Desktop,Direct,Home,3,6.87,1,1,107.73
365,2023-08-27,Australia,Desktop,Organic Search,Fashion,5,7.9,0,1,26.62
366,2024-07-28,India,Mobile,Social Media,Beauty,5,7.27,1,0,0.0
367,2024-09-21,India,Mobile,Paid Ads,Sports,4,4.9,1,0,0.0
368,2023-05-04,USA,Desktop,Email,Home,7,7.06,0,1,54.06
369,2023-08-12,Australia,Tablet,Direct,Sports,3,9.14,0,0,0.0
370,2023-08-09,Germany,Tablet,Direct,Books,4,4.28,0,0,0.0
371,2023-04-26,USA,Desktop,Direct,Electronics,8,3.61,0,1,124.29
372,2023-05-15,Germany,Tablet,Email,Home,4,10.53,1,1,72.86
373,2023-05-18,India,Tablet,Social Media,Fashion,9,4.1,1,0,0.0
374,2023-04-18,Germany,Desktop,Paid Ads,Home,3,4.65,1,0,0.0
375,2023-07-14,India,Tablet,Social Media,Sports,9,3.9,1,1,113.93
376,2024-02-25,Australia,Desktop,Organic Search,Beauty,5,2.81,0,0,0.0
377,2024-06-05,UK,Mobile,Organic Search,Beauty,3,9.39,1,0,0.0
378,2024-09-27,India,Tablet,Paid Ads,Books,8,5.89,0,1,56.97
379,2024-11-04,Australia,Tablet,Organic Search,Electronics,6,7.21,1,1,83.28
380,2024-06-13,UK,Mobile,Paid Ads,Sports,6,5.67,0,0,0.0
381,2023-12-03,USA,Mobile,Referral,Fashion,5,3.9,1,1,34.61
382,2024-09-07,Canada,Mobile,Paid Ads,Home,4,6.57,0,0,0.0
383,2023-04-20,USA,Tablet,Organic Search,Home,3,6.16,0,0,0.0
384,2024-02-13,USA,Mobile,Referral,Home,7,7.11,0,1,63.34
385,2024-06-11,USA,Mobile,Direct,Electronics,9,6.66,0,0,0.0
386,2024-11-05,USA,Mobile,Social Media,Fashion,6,7.36,1,0,0.0
387,2023-04-21,Canada,Desktop,Organic Search,Fashion,6,8.19,0,0,0.0
388,2023-05-17,UK,Mobile,Paid Ads,Books,2,6.39,0,0,0.0
389,2024-10-27,Germany,Tablet,Organic Search,Books,7,4.19,0,1,24.37
390,2023-09-20,India,Desktop,Email,Home,8,6.27,0,0,0.0
391,2024-08-23,Canada,Tablet,Organic Search,Beauty,9,4.69,1,0,0.0
392,2023-02-23,Canada,Mobile,Referral,Electronics,3,8.08,0,0,0.0
393,2024-12-20,Australia,Tablet,Referral,Home,6,9.03,0,0,0.0
394,2023-11-16,Germany,Tablet,Organic Search,Electronics,9,8.96,0,0,0.0
395,2023-07-07,Germany,Desktop,Email,Books,4,10.33,1,1,148.98
396,2023-10-19,India,Desktop,Direct,Beauty,6,5.85,0,0,0.0
397,2024-06-12,India,Mobile,Social Media,Sports,6,5.85,1,1,17.53
398,2023-09-10,USA,Mobile,Paid Ads,Home,6,3.98,0,0,0.0
399,2024-08-29,Canada,Tablet,Referral,Sports,4,7.06,0,1,157.14
400,2024-06-24,Australia,Desktop,Email,Sports,5,6.26,1,0,0.0
401,2024-02-25,Canada,Desktop,Email,Sports,6,4.82,0,0,0.0
402,2024-03-25,Canada,Desktop,Organic Search,Books,10,3.42,0,0,0.0
403,2024-07-07,India,Tablet,Direct,Sports,6,6.59,0,1,99.63
404,2023-10-21,Australia,Mobile,Email,Beauty,6,3.1,0,0,0.0
405,2023-01-16,USA,Desktop,Social Media,Beauty,6,10.21,0,1,102.45
406,2024-01-04,Germany,Desktop,Direct,Electronics,3,6.1,0,0,0.0
407,2023-06-20,UK,Desktop,Social Media,Books,5,3.88,0,0,0.0
408,2023-11-15,UK,Desktop,Paid Ads,Books,6,3.98,0,1,43.44
409,2024-03-07,Germany,Mobile,Organic Search,Electronics,4,3.48,1,0,0.0
410,2023-06-24,India,Desktop,Organic Search,Books,4,7.01,1,1,96.14
411,2024-03-03,Australia,Desktop,Paid Ads,Sports,5,5.3,0,1,127.81
412,2024-06-23,India,Tablet,Referral,Sports,5,4.16,0,0,0.0
413,2024-09-29,UK,Tablet,Organic Search,Beauty,6,8.74,0,0,0.0
414,2023-06-07,UK,Tablet,Email,Books,6,3.66,0,0,0.0
415,2023-10-30,India,Desktop,Referral,Home,4,7.76,1,1,25.07
416,2023-04-22,UK,Mobile,Referral,Sports,5,4.14,0,0,0.0
417,2023-11-27,USA,Mobile,Direct,Beauty,3,7.14,1,1,60.99
418,2023-05-26,USA,Mobile,Social Media,Sports,5,3.4,0,0,0.0
419,2023-05-06,UK,Mobile,Social Media,Sports,10,4.74,0,0,0.0
420,2024-10-07,USA,Desktop,Referral,Sports,4,4.5,1,1,103.37
421,2024-01-16,Canada,Tablet,Direct,Sports,4,9.32,1,1,61.28
422,2024-10-19,India,Tablet,Direct,Books,5,8.0,0,0,0.0
423,2023-07-10,UK,Mobile,Paid Ads,Home,5,6.0,1,0,0.0
424,2023-03-14,Australia,Desktop,Social Media,Home,8,8.3,1,1,27.62
425,2023-01-13,India,Mobile,Paid Ads,Sports,6,5.43,0,0,0.0
426,2024-12-26,Australia,Desktop,Organic Search,Fashion,6,6.84,1,0,0.0
427,2024-09-03,Australia,Tablet,Organic Search,Electronics,4,6.53,0,0,0.0
428,2024-08-14,Australia,Tablet,Paid Ads,Beauty,11,10.44,0,0,0.0
429,2024-04-26,Germany,Desktop,Social Media,Fashion,3,6.02,0,0,0.0
430,2024-07-19,UK,Desktop,Direct,Home,10,7.11,0,0,0.0
431,2023-10-10,Canada,Tablet,Organic Search,Electronics,4,5.27,1,1,21.35
432,2024-11-29,USA,Mobile,Referral,Electronics,9,9.39,0,1,41.29
433,2024-12-18,Australia,Mobile,Social Media,Beauty,5,6.67,1,1,69.82
434,2023-01-01,Australia,Desktop,Email,Sports,4,6.7,0,0,0.0
435,2024-12-04,Germany,Desktop,Social Media,Fashion,5,7.99,0,0,0.0
436,2023-01-22,Canada,Mobile,Social Media,Beauty,6,9.41,1,0,0.0
437,2024-04-26,India,Desktop,Direct,Books,5,8.23,0,1,8.22
438,2024-09-03,Canada,Desktop,Referral,Books,10,5.83,1,1,64.08
439,2024-03-14,UK,Mobile,Paid Ads,Beauty,4,8.51,0,0,0.0
440,2023-10-22,Canada,Mobile,Organic Search,Fashion,6,5.1,0,1,105.99
441,2024-05-20,UK,Mobile,Paid Ads,Home,7,2.28,0,0,0.0
442,2024-11-21,UK,Desktop,Organic Search,Electronics,3,6.23,0,0,0.0
443,2024-11-27,Germany,Tablet,Email,Fashion,7,3.77,0,1,59.2
444,2024-02-02,USA,Desktop,Referral,Books,7,5.35,1,0,0.0
445,2024-04-21,USA,Tablet,Referral,Books,5,4.41,0,0,0.0
446,2024-09-03,UK,Mobile,Email,Books,8,1.0,0,0,0.0
447,2023-11-23,India,Desktop,Organic Search,Beauty,8,5.51,1,0,0.0
448,2023-04-07,India,Desktop,Referral,Beauty,5,4.11,0,0,0.0
449,2024-12-04,Canada,Desktop,Direct,Books,7,9.14,1,1,60.27
450,2024-11-11,Germany,Desktop,Organic Search,Beauty,7,3.2,0,0,0.0
451,2023-05-06,India,Desktop,Paid Ads,Sports,10,8.64,0,0,0.0
452,2024-03-17,Germany,Tablet,Social Media,Electronics,4,3.78,0,0,0.0
453,2024-03-02,Germany,Mobile,Paid Ads,Beauty,4,8.29,0,0,0.0
454,2023-05-10,Canada,Desktop,Referral,Electronics,5,9.75,1,0,0.0
455,2024-11-25,Germany,Desktop,Direct,Home,5,9.24,1,0,0.0
456,2023-01-14,USA,Desktop,Paid Ads,Electronics,7,5.52,0,1,12.27
457,2024-12-29,Canada,Tablet,Organic Search,Sports,8,2.41,1,1,38.02
458,2024-12-12,Canada,Mobile,Social Media,Home,8,9.34,0,1,28.88
459,2023-05-28,Australia,Tablet,Paid Ads,Fashion,5,5.77,0,1,194.89
460,2024-04-03,India,Mobile,Social Media,Fashion,10,3.23,0,0,0.0
461,2023-05-10,USA,Tablet,Paid Ads,Books,9,3.64,0,1,50.2
462,2024-01-08,India,Mobile,Direct,Beauty,6,4.45,1,1,53.23
463,2024-06-18,Germany,Tablet,Referral,Beauty,4,3.44,0,0,0.0
464,2023-09-24,Australia,Tablet,Direct,Books,7,6.14,1,0,0.0
465,2024-05-30,Canada,Desktop,Direct,Home,6,4.21,0,1,42.21
466,2024-03-16,USA,Desktop,Organic Search,Beauty,6,3.98,1,0,0.0
467,2024-04-21,Germany,Tablet,Social Media,Home,7,5.51,0,1,121.79
468,2024-12-01,Canada,Mobile,Social Media,Sports,4,9.29,0,0,0.0
469,2024-12-12,India,Desktop,Email,Beauty,5,6.72,1,1,149.2
470,2024-08-08,India,Mobile,Social Media,Home,5,5.7,0,0,0.0
471,2023-12-09,India,Tablet,Organic Search,Sports,2,8.36,0,0,0.0
472,2023-08-14,Canada,Tablet,Email,Beauty,8,5.57,0,1,76.74
473,2024-06-08,Canada,Tablet,Direct,Electronics,7,8.12,0,1,65.52
474,2023-01-05,Germany,Tablet,Direct,Fashion,3,4.62,0,0,0.0
475,2024-11-28,UK,Tablet,Email,Sports,3,5.79,1,0,0.0
476,2023-10-09,USA,Mobile,Email,Electronics,5,6.79,0,0,0.0
477,2024-04-03,UK,Tablet,Organic Search,Sports,5,6.38,1,0,0.0
478,2024-12-10,Australia,Mobile,Organic Search,Fashion,4,6.59,0,0,0.0
479,2023-08-25,Australia,Desktop,Email,Sports,9,1.0,1,1,74.24
480,2024-04-26,Canada,Tablet,Paid Ads,Home,12,7.3,0,0,0.0
481,2023-11-03,UK,Desktop,Email,Beauty,5,7.62,0,0,0.0
482,2023-04-11,UK,Tablet,Referral,Electronics,6,4.82,1,0,0.0
483,2023-07-26,Australia,Tablet,Social Media,Electronics,5,8.84,1,0,0.0
484,2023-09-08,UK,Mobile,Referral,Books,4,9.37,0,0,0.0
485,2023-07-18,Germany,Desktop,Social Media,Books,7,8.0,0,1,5.66
486,2024-04-05,Australia,Tablet,Paid Ads,Home,7,4.97,1,0,0.0
487,2024-08-10,India,Tablet,Direct,Fashion,7,6.03,0,0,0.0
488,2023-11-29,UK,Desktop,Direct,Books,7,6.96,0,0,0.0
489,2024-05-21,Australia,Desktop,Paid Ads,Sports,10,6.56,0,0,0.0
490,2024-12-25,Australia,Mobile,Social Media,Sports,2,4.98,0,0,0.0
491,2024-03-20,Germany,Tablet,Social Media,Fashion,6,8.78,1,0,0.0
492,2023-04-05,Australia,Tablet,Direct,Books,11,6.65,1,0,0.0
493,2024-08-27,Canada,Mobile,Direct,Books,9,5.84,1,0,0.0
494,2024-01-08,Germany,Tablet,Social Media,Electronics,3,8.18,1,1,69.04
495,2023-09-15,UK,Desktop,Paid Ads,Fashion,9,7.12,1,1,298.65
496,2023-11-03,UK,Desktop,Paid Ads,Fashion,3,5.92,1,0,0.0
497,2023-12-10,USA,Mobile,Organic Search,Home,4,6.35,1,0,0.0
498,2024-10-21,India,Tablet,Referral,Books,5,1.8,1,0,0.0
499,2023-05-26,Canada,Mobile,Direct,Home,6,7.56,1,0,0.0
500,2024-05-22,Canada,Mobile,Referral,Beauty,8,5.82,1,1,8.98
501,2023-05-30,USA,Mobile,Paid Ads,Books,4,4.81,1,0,0.0
502,2023-05-15,Canada,Mobile,Direct,Beauty,5,5.86,0,0,0.0
503,2023-05-02,India,Desktop,Social Media,Books,3,6.73,1,0,0.0
504,2023-04-29,Australia,Mobile,Email,Sports,2,9.21,1,0,0.0
505,2024-02-20,UK,Tablet,Email,Fashion,4,4.2,0,0,0.0
506,2024-06-02,Canada,Mobile,Social Media,Beauty,5,7.6,0,0,0.0
507,2023-10-04,USA,Desktop,Direct,Sports,6,7.87,0,0,0.0
508,2024-09-11,Germany,Desktop,Social Media,Beauty,4,3.81,0,0,0.0
509,2024-08-11,Canada,Tablet,Email,Fashion,7,7.0,0,1,108.41
510,2023-04-30,USA,Tablet,Paid Ads,Home,5,3.69,0,0,0.0
511,2023-04-27,India,Tablet,Email,Home,5,2.07,0,0,0.0
512,2024-03-16,Canada,Mobile,Direct,Sports,4,5.83,0,0,0.0
513,2023-04-01,India,Desktop,Organic Search,Fashion,6,9.19,0,1,66.53
514,2023-06-15,UK,Desktop,Referral,Fashion,5,5.44,1,0,0.0
515,2024-05-28,Germany,Mobile,Paid Ads,Beauty,8,5.6,0,0,0.0
516,2023-05-08,UK,Mobile,Email,Electronics,8,7.43,1,0,0.0
517,2023-02-08,Germany,Tablet,Social Media,Fashion,5,6.24,1,1,95.13
518,2024-09-02,Germany,Mobile,Social Media,Fashion,7,8.14,0,0,0.0
519,2024-08-03,India,Desktop,Organic Search,Books,11,7.15,1,0,0.0
520,2023-01-26,Australia,Desktop,Paid Ads,Fashion,4,7.46,1,1,60.36
521,2023-05-29,India,Desktop,Email,Books,8,7.93,1,0,0.0
522,2023-07-19,USA,Tablet,Email,Beauty,7,4.24,1,1,71.96
523,2023-03-25,Canada,Mobile,Organic Search,Electronics,5,4.02,0,1,70.05
524,2023-09-06,UK,Mobile,Paid Ads,Sports,3,7.49,1,1,168.11
525,2024-10-08,Australia,Tablet,Referral,Beauty,7,1.71,0,0,0.0
526,2023-11-10,India,Desktop,Paid Ads,Home,8,6.35,1,0,0.0
527,2023-04-27,India,Mobile,Paid Ads,Beauty,3,4.31,0,0,0.0
528,2024-03-24,Australia,Tablet,Email,Electronics,4,7.11,0,1,92.84
529,2024-12-05,India,Desktop,Referral,Sports,7,5.44,0,0,0.0
530,2023-11-11,India,Tablet,Referral,Sports,6,3.35,0,0,0.0
531,2023-01-28,USA,Tablet,Paid Ads,Home,5,7.09,1,0,0.0
532,2024-08-17,Germany,Mobile,Referral,Home,5,8.69,0,0,0.0
533,2024-01-19,USA,Tablet,Email,Fashion,2,3.48,0,0,0.0
534,2023-12-02,Australia,Tablet,Organic Search,Sports,5,5.97,1,0,0.0
535,2024-05-09,UK,Mobile,Referral,Sports,8,5.57,0,0,0.0
536,2024-05-20,Canada,Tablet,Referral,Electronics,7,6.82,1,1,55.43
537,2024-09-23,Germany,Desktop,Organic Search,Books,6,5.66,0,0,0.0
538,2023-09-12,Germany,Desktop,Social Media,Books,2,6.38,1,0,0.0
539,2024-04-06,India,Desktop,Organic Search,Home,5,6.15,0,0,0.0
540,2023-01-29,USA,Tablet,Direct,Books,6,5.72,0,0,0.0
541,2023-10-27,India,Tablet,Direct,Home,3,6.81,1,1,29.78
542,2024-09-13,USA,Mobile,Social Media,Sports,5,6.0,0,0,0.0
543,2024-02-01,UK,Tablet,Paid Ads,Books,4,9.3,0,1,102.13
544,2023-12-20,Germany,Tablet,Email,Books,3,7.73,0,1,35.52
545,2024-06-25,USA,Mobile,Organic Search,Books,8,4.66,0,0,0.0
546,2023-01-26,Germany,Mobile,Social Media,Fashion,6,5.27,1,0,0.0
547,2024-06-07,India,Mobile,Organic Search,Home,4,7.19,1,1,68.83
548,2023-01-18,UK,Tablet,Email,Sports,7,5.05,1,1,203.86
549,2023-03-13,Germany,Desktop,Organic Search,Books,4,5.22,1,0,0.0
550,2024-06-21,USA,Desktop,Social Media,Electronics,6,4.18,1,0,0.0
551,2023-03-20,Australia,Desktop,Social Media,Electronics,7,10.21,1,0,0.0
552,2024-12-04,UK,Desktop,Email,Books,6,7.86,1,1,112.05
553,2023-11-29,Germany,Desktop,Social Media,Fashion,3,6.36,1,1,15.21
554,2024-05-10,Germany,Tablet,Email,Home,4,3.46,0,0,0.0
555,2023-08-20,Canada,Desktop,Organic Search,Books,5,3.51,1,0,0.0
556,2024-01-28,Germany,Mobile,Email,Sports,5,4.9,0,0,0.0
557,2024-01-14,USA,Tablet,Social Media,Home,8,6.05,1,0,0.0
558,2024-12-28,India,Mobile,Social Media,Books,8,2.64,1,1,137.3
559,2023-11-13,UK,Desktop,Email,Sports,6,3.91,1,1,94.22
560,2024-01-06,Australia,Desktop,Paid Ads,Books,5,6.58,1,0,0.0
561,2023-04-14,Germany,Desktop,Email,Electronics,5,4.2,0,1,55.21
562,2024-10-10,Australia,Desktop,Referral,Beauty,2,5.19,1,1,82.78
563,2023-11-21,UK,Tablet,Organic Search,Electronics,7,7.19,0,0,0.0
564,2024-06-24,Australia,Tablet,Email,Home,9,5.95,0,0,0.0
565,2024-05-02,Canada,Tablet,Direct,Fashion,7,8.4,0,0,0.0
566,2023-07-21,India,Mobile,Referral,Books,5,7.33,1,0,0.0
567,2024-06-07,Germany,Mobile,Paid Ads,Electronics,5,3.97,0,0,0.0
568,2024-10-26,USA,Tablet,Social Media,Home,3,8.85,0,0,0.0
569,2023-07-17,Germany,Tablet,Organic Search,Sports,9,5.16,0,0,0.0
570,2023-08-20,USA,Tablet,Email,Home,3,9.15,0,0,0.0
571,2023-02-06,UK,Desktop,Organic Search,Sports,6,7.12,0,0,0.0
572,2024-03-08,USA,Tablet,Social Media,Beauty,5,8.7,0,0,0.0
573,2023-05-10,UK,Tablet,Social Media,Fashion,7,4.69,1,1,84.68
574,2023-04-28,India,Mobile,Direct,Fashion,6,5.04,0,0,0.0
575,2023-01-21,Germany,Tablet,Email,Sports,6,7.1,0,0,0.0
576,2024-09-24,India,Desktop,Social Media,Books,4,6.65,1,0,0.0
577,2024-07-08,Germany,Mobile,Referral,Home,3,6.37,0,0,0.0
578,2024-04-24,Australia,Desktop,Paid Ads,Electronics,3,7.97,1,1,35.14
579,2023-08-17,USA,Mobile,Email,Fashion,4,5.17,1,0,0.0
580,2023-10-01,Australia,Desktop,Organic Search,Books,5,6.45,0,1,105.2
581,2024-12-22,UK,Tablet,Social Media,Books,8,6.3,1,0,0.0
582,2023-10-20,India,Tablet,Referral,Home,5,2.52,1,0,0.0
583,2024-10-05,UK,Mobile,Direct,Books,4,6.0,0,1,57.88
584,2024-01-15,Australia,Tablet,Paid Ads,Home,10,7.31,0,0,0.0
585,2023-04-29,Canada,Mobile,Organic Search,Fashion,4,7.76,0,1,63.0
586,2023-04-15,USA,Mobile,Email,Electronics,5,8.05,1,1,149.62
587,2024-12-14,UK,Tablet,Referral,Home,6,8.49,1,1,116.34
588,2024-07-05,Germany,Tablet,Paid Ads,Sports,4,7.94,0,1,133.62
589,2023-10-29,India,Mobile,Social Media,Beauty,3,3.58,1,0,0.0
590,2023-05-16,Australia,Tablet,Email,Sports,7,3.6,0,1,123.77
591,2024-02-09,Germany,Desktop,Referral,Electronics,5,5.73,0,0,0.0
592,2023-08-21,USA,Desktop,Direct,Electronics,4,4.47,1,0,0.0
593,2024-07-04,Germany,Desktop,Direct,Sports,3,8.93,1,1,44.91
594,2023-06-29,UK,Mobile,Referral,Books,5,6.11,1,0,0.0
595,2024-01-31,Canada,Mobile,Paid Ads,Beauty,2,6.57,1,0,0.0
596,2023-03-31,Canada,Mobile,Organic Search,Sports,6,5.63,0,0,0.0
597,2024-10-16,USA,Desktop,Paid Ads,Fashion,8,2.8,0,1,79.41
598,2024-01-06,UK,Tablet,Paid Ads,Home,7,7.8,0,0,0.0
599,2024-08-25,Canada,Desktop,Organic Search,Home,8,8.82,1,1,79.38
600,2024-01-11,USA,Tablet,Referral,Home,5,7.88,0,0,0.0
601,2024-11-18,USA,Tablet,Social Media,Sports,7,5.22,0,0,0.0
602,2023-11-14,Canada,Mobile,Referral,Books,7,4.38,1,1,65.77
603,2023-11-10,USA,Tablet,Referral,Fashion,4,7.91,1,0,0.0
604,2024-09-26,USA,Tablet,Referral,Books,9,10.65,0,0,0.0
605,2023-02-13,Canada,Desktop,Referral,Electronics,11,8.81,0,1,54.96
606,2024-10-18,India,Mobile,Organic Search,Books,4,10.68,0,0,0.0
607,2023-07-19,Canada,Desktop,Direct,Fashion,5,5.33,0,0,0.0
608,2023-05-09,Canada,Desktop,Referral,Books,6,6.2,1,1,91.96
609,2023-02-04,India,Desktop,Direct,Sports,10,7.17,1,1,46.0
610,2023-07-15,UK,Tablet,Social Media,Beauty,4,5.15,1,0,0.0
611,2024-05-24,USA,Tablet,Email,Home,5,8.12,0,0,0.0
612,2024-12-06,Germany,Mobile,Direct,Electronics,7,6.27,0,0,0.0
613,2024-04-25,USA,Desktop,Email,Beauty,5,11.84,0,0,0.0
614,2024-08-27,Germany,Mobile,Social Media,Sports,7,5.83,1,0,0.0
615,2024-10-27,USA,Desktop,Direct,Home,2,6.14,0,1,78.61
616,2023-12-06,Australia,Desktop,Email,Fashion,10,5.11,0,0,0.0
617,2024-01-12,UK,Tablet,Referral,Electronics,7,6.53,1,1,58.95
618,2024-03-23,UK,Mobile,Email,Electronics,4,7.45,0,1,69.87
619,2023-05-14,UK,Desktop,Paid Ads,Fashion,7,10.29,1,1,86.17
620,2024-12-16,India,Mobile,Social Media,Beauty,5,7.51,1,0,0.0
621,2024-12-13,Canada,Desktop,Paid Ads,Fashion,7,6.17,1,0,0.0
622,2024-09-12,UK,Tablet,Direct,Home,8,5.07,0,0,0.0
623,2023-05-13,USA,Mobile,Email,Sports,8,3.03,1,0,0.0
624,2023-10-13,Germany,Desktop,Social Media,Beauty,4,6.53,1,0,0.0
625,2024-03-13,India,Mobile,Email,Sports,8,8.44,0,0,0.0
626,2024-01-22,Germany,Mobile,Paid Ads,Sports,6,7.65,0,1,151.99
627,2024-10-31,UK,Mobile,Organic Search,Home,2,5.04,1,1,17.29
628,2023-12-22,Germany,Tablet,Direct,Books,5,6.95,0,0,0.0
629,2024-01-06,Germany,Desktop,Referral,Electronics,5,4.4,0,0,0.0
630,2024-11-03,India,Desktop,Paid Ads,Home,3,5.94,0,0,0.0
631,2024-08-11,Australia,Desktop,Email,Home,2,5.65,0,1,139.79
632,2023-02-11,India,Desktop,Organic Search,Sports,5,6.42,1,0,0.0
633,2023-03-12,Canada,Mobile,Social Media,Sports,4,5.86,0,0,0.0
634,2024-11-30,UK,Mobile,Email,Sports,7,7.7,0,0,0.0
635,2023-01-28,Germany,Tablet,Social Media,Sports,5,3.89,0,0,0.0
636,2023-07-07,Australia,Tablet,Organic Search,Fashion,11,6.51,0,1,39.19
637,2024-10-12,India,Desktop,Social Media,Home,9,5.41,0,0,0.0
638,2023-01-20,Canada,Desktop,Paid Ads,Fashion,6,7.07,1,1,99.48
639,2023-05-10,Canada,Tablet,Email,Sports,3,5.34,0,1,136.4
640,2023-05-27,India,Mobile,Organic Search,Fashion,6,3.34,1,0,0.0
641,2024-08-24,Australia,Desktop,Email,Sports,6,1.64,1,1,16.92
642,2023-12-11,Germany,Mobile,Referral,Sports,5,8.83,0,0,0.0
643,2024-10-29,USA,Desktop,Referral,Home,6,3.33,0,0,0.0
644,2024-02-25,USA,Desktop,Referral,Books,7,5.82,0,0,0.0
645,2024-03-25,UK,Tablet,Social Media,Sports,7,6.37,0,0,0.0
646,2023-09-10,Canada,Tablet,Email,Books,3,5.52,0,0,0.0
647,2024-04-09,Canada,Desktop,Email,Electronics,5,3.53,1,1,180.32
648,2023-02-16,UK,Desktop,Direct,Electronics,9,7.38,1,1,90.98
649,2023-03-29,Germany,Tablet,Social Media,Books,10,9.03,0,0,0.0
650,2023-10-30,Australia,Tablet,Organic Search,Sports,4,6.76,0,1,104.06
651,2023-03-04,Germany,Desktop,Direct,Sports,11,1.74,0,0,0.0
652,2023-03-05,Canada,Mobile,Direct,Electronics,4,7.41,1,0,0.0
653,2023-03-07,Canada,Desktop,Paid Ads,Sports,7,7.07,1,0,0.0
654,2024-09-19,Australia,Tablet,Referral,Beauty,7,7.75,0,0,0.0
655,2024-09-16,USA,Tablet,Paid Ads,Electronics,6,7.12,1,0,0.0
656,2023-11-25,Canada,Tablet,Organic Search,Fashion,6,5.56,1,0,0.0
657,2024-12-05,India,Desktop,Social Media,Beauty,5,4.71,1,1,39.94
658,2023-12-31,USA,Desktop,Direct,Fashion,8,7.56,1,0,0.0
659,2024-12-02,Germany,Tablet,Referral,Beauty,5,8.51,0,0,0.0
660,2024-06-04,Australia,Tablet,Organic Search,Books,8,5.6,1,1,81.79
661,2024-02-22,USA,Tablet,Paid Ads,Sports,4,4.0,0,1,105.77
662,2024-07-28,UK,Tablet,Email,Sports,9,4.83,1,1,41.99
663,2023-02-21,Germany,Desktop,Paid Ads,Beauty,4,5.49,0,1,19.9
664,2023-07-23,Canada,Desktop,Referral,Home,5,7.76,0,0,0.0
665,2024-05-10,Australia,Tablet,Direct,Books,6,4.66,0,0,0.0
666,2024-01-16,Australia,Desktop,Referral,Beauty,7,8.04,0,0,0.0
667,2024-07-27,USA,Mobile,Social Media,Sports,7,7.34,0,0,0.0
668,2024-04-24,UK,Mobile,Social Media,Home,6,8.36,1,0,0.0
669,2023-04-28,Australia,Mobile,Direct,Books,8,6.0,0,0,0.0
670,2023-11-05,Germany,Desktop,Email,Home,7,8.25,1,0,0.0
671,2024-06-21,Canada,Tablet,Social Media,Home,7,5.69,0,0,0.0
672,2023-03-30,India,Tablet,Direct,Sports,7,2.03,0,0,0.0
673,2023-09-28,Germany,Desktop,Social Media,Fashion,6,4.87,0,1,15.45
674,2023-01-23,UK,Mobile,Social Media,Books,6,5.2,1,1,35.12
675,2024-09-16,India,Desktop,Email,Books,3,4.82,0,0,0.0
676,2023-03-01,UK,Tablet,Email,Fashion,7,5.85,1,1,335.27
677,2024-05-30,USA,Tablet,Social Media,Sports,7,2.89,0,1,13.06
678,2024-09-21,Australia,Desktop,Paid Ads,Electronics,5,5.26,0,0,0.0
679,2023-11-21,Canada,Tablet,Referral,Fashion,3,4.38,1,1,219.6
680,2023-01-25,USA,Mobile,Direct,Sports,3,6.04,0,0,0.0
681,2024-03-06,USA,Tablet,Paid Ads,Electronics,5,3.07,1,0,0.0
682,2024-10-04,India,Desktop,Social Media,Books,5,2.69,1,0,0.0
683,2024-03-09,Germany,Mobile,Direct,Fashion,4,4.98,1,0,0.0
684,2023-05-19,India,Tablet,Paid Ads,Beauty,4,4.54,1,0,0.0
685,2024-01-17,Australia,Desktop,Email,Books,4,9.95,0,1,83.87
686,2023-08-25,USA,Desktop,Social Media,Home,2,3.39,1,1,157.89
687,2023-01-17,Australia,Mobile,Organic Search,Books,7,6.07,0,0,0.0
688,2023-12-02,Canada,Mobile,Referral,Books,5,4.01,0,0,0.0
689,2024-03-02,Australia,Mobile,Paid Ads,Beauty,8,7.54,1,0,0.0
690,2023-06-19,USA,Mobile,Email,Beauty,4,7.64,1,0,0.0
691,2024-07-26,USA,Tablet,Social Media,Electronics,6,3.77,0,0,0.0
